date,ticker,content,time_delta,pct_change
"February 5, 2020",tsla,"                Tesla tumbles 17% as electrifying rally loses power - ReutersDiscover Thomson ReutersFinancialGovernment SolutionsLegalReuters News AgencyRisk Management SolutionsTax & AccountingBlog: Answers OnInnovation @ Thomson ReutersDirectory of sitesLoginContactSupportBusinessMarketsWorldPoliticsTVMoreUnited States Technology NewsFebruary 5, 2020 /  6:27 PM / 6 months agoTesla tumbles 17% as electrifying rally loses powerNoel Randewich4 Min ReadSAN FRANCISCO (Reuters) - Tesla’s (TSLA.O) stock tumbled 17% on Wednesday, hitting the brakes on a dramatic rally as a senior executive said the coronavirus outbreak in China would delay deliveries of its Model 3 cars and analysts warned of its high valuation. FILE PHOTO: A Tesla sign is seen on the Shanghai Gigafactory of the U.S. electric car maker before a delivery ceremony in Shanghai, China January 7, 2020. REUTERS/Aly Song/File PhotoWith Tesla still up more than 25% since the company posted its second consecutive quarterly profit a week ago, Canaccord Genuity cut its rating on Tesla to “hold” from “buy,” further shrinking the already small number of analysts who recommend buying the stock.  Tesla Vice President Tao Lin said on the Weibo social media platform that car deliveries from its new Shanghai plant would be temporarily delayed and that the company planned to restart production on Feb. 10. The $2 billion factory is a key part of Chief Executive Elon Musk’s plan to make more than half a million automobiles this year.  Needham analyst Rajvindra Gill, who recommends selling Tesla, warned in a report that Tesla’s stock is trading at extreme price-to-earnings multiples compared to many leading technology companies. Even after Wednesday’s drop, Tesla is trading at about 55 times expected 2021 net income, compared to Amazon (AMZN.O) at 49, Apple (AAPL.O) at 22 and Alphabet (GOOGL.O) at 23, according to Refinitiv data. “We’ve never seen a stock rise that much that fast with such little regard to past fundamentals or track record,” Gill wrote.  Tesla last week said it expected a delay of up to a week and a half in the ramp-up of Model 3 production at the Shanghai plant after the Chinese government ordered it to shut the factory due to the outbreak. The coronavirus outbreak has disrupted business across China, with the government there saying that the death toll had reached 490 as of Tuesday, up 65 from the previous day. “Given the 3,000 per week China Model 3 production expectations in a country that remains on lockdown, we feel a reset of expectations in Q1 is likely and thus needs to be reflected in the valuation,” Canaccord analyst Jed Dorsheimer wrote in a report, leaving his price target unchanged at $750 per share. The stock was last down 17% at about $738. Wednesday’s drop followed a sudden selloff in the final minutes of a rally on Tuesday that still left the stock up almost 14% in that session.  Tesla’s rally of over 300% since early June has been a vindication for Musk, who has transformed a niche car maker with production problems into the global leader in electric vehicles, with U.S. and Chinese factories.  Still, many investors remain skeptical that Tesla can consistently deliver profit, cash flow and growth in the face of competition from established rivals including BMW (BMWG.DE) and Volkswagen (VOWG.DE). Even many Tesla bulls question the stock’s valuation following its recent, electrifying surge.  Barclays analyst Brian Johnson maintained his “underweight” rating on Tesla while raising his price target to $300 from $200.  FILE PHOTO: Tesla Inc CEO Elon Musk speaks next to a screen showing an image of Tesla Model 3 car during an opening ceremony for Tesla China-made Model Y program in Shanghai, China January 7, 2020. REUTERS/Aly Song/File Photo“We continue to believe TSLA is fundamentally overvalued – but nevertheless concede that the recent price action opens up the possibility of raising capital cheaply, and hence reduces that chance of a stalled business,” Johnson wrote in a client note. Following Canaccord’s downgrade, nine analysts recommend buying Tesla’s stock, while 11 analysts are neutral and 15 analysts recommend selling, according to Refinitiv. The median price target of analysts is $390. Reporting by Noel Randewich; Editing by Nick ZieminskiOur Standards:The Thomson Reuters Trust Principles.0 : 0narrow-browser-and-phonemedium-browser-and-portrait-tabletlandscape-tabletmedium-wide-browserwide-browser-and-largermedium-browser-and-landscape-tabletmedium-wide-browser-and-largerabove-phoneportrait-tablet-and-aboveabove-portrait-tabletlandscape-tablet-and-abovelandscape-tablet-and-medium-wide-browserportrait-tablet-and-belowlandscape-tablet-and-belowAppsNewslettersAdvertise with UsAdvertising GuidelinesCookiesTerms of UsePrivacyDo Not Sell My Personal InformationAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2020 Reuters. All Rights Reserved.",14,24.870010571285565
"May 6, 2019",tsla,"                Greenlight's David Einhorn pitches long on AerCap, short on GATX at Sohn Conference - ReutersDiscover Thomson ReutersFinancialGovernment SolutionsLegalReuters News AgencyRisk Management SolutionsTax & AccountingBlog: Answers OnInnovation @ Thomson ReutersDirectory of sitesLoginContactSupportBusinessMarketsWorldPoliticsTVMoreUnited States WealthMay 6, 2019 /  4:46 PM / a year agoGreenlight's David Einhorn pitches long on AerCap, short on GATX at Sohn ConferenceJennifer Ablan3 Min ReadFILE PHOTO: David Einhorn, President of Greenlight Capital, Inc., presents during the 2018 Sohn Investment Conference in New York City, U.S., April 23, 2018. REUTERS/Brendan McDermid/File Photo(Reuters) - David Einhorn, president of Greenlight Capital, at the Sohn Investment Conference on Monday said his firm is positive on airplane leasing company AerCap Holdings and negative on railcar leasing company GATX Corp. Einhorn said GATX has “trouble returning to pre-crisis usage levels,” while AerCorp shares are trading at half the book value and less than half the price-to-earnings of GATX’s shares.  Speaking favorably of both industries, he said the airline sector has some advantages over rail that make AerCap the better choice over GATX, whose shares he believes are overvalued. “Neither has consumer-facing businesses, and both have terrible news. AerCap operates in a growing industry with a favorable outlook,” Einhorn said. “We think the market has it wrong.” AerCap shares are up 31% in 2019, while GATX has gained 11% year-to-date. AerCap is the industry leader with 11% marketshare, he noted. As aircraft manufacturers Airbus and Boeing have backlogs of multiple years, aircraft leasing companies step in to fill the gap as air travel continues to increase around the globe. Einhorn, who told the Sohn Investment Conference that the theme of his pitch involved Trains, Planes and Automobiles, referencing a 1987 movie, reassured the audience that he still did not like Tesla Inc. Einhorn started out with a slide show of Tesla CEO Elon Musk’s statements about his electric car company and concluded by saying that’s “a lot of horseshit.” Einhorn has been short Tesla. In a letter to clients last month, Einhorn’s Greenlight renewed criticism of Musk and Tesla, saying the electric car company appeared to be “on the brink” of failure again.  The letter cited a lack of demand, “desperate” price cuts, layoffs, “closing-and-then-not-closing” stores, closing service centers, slashing capital expenditures, rushed product announcements and “a new effort to distract investors from the demand problem with hyperbole over TSLA’s autonomous driving capabilities.” Tesla did not immediately respond to a request for comment on Einhorn’s remark. Reporting By Jennifer Ablan; Editing by Chizu Nomiyama and Nick ZieminskiOur Standards:The Thomson Reuters Trust Principles.0 : 0narrow-browser-and-phonemedium-browser-and-portrait-tabletlandscape-tabletmedium-wide-browserwide-browser-and-largermedium-browser-and-landscape-tabletmedium-wide-browser-and-largerabove-phoneportrait-tablet-and-aboveabove-portrait-tabletlandscape-tablet-and-abovelandscape-tablet-and-medium-wide-browserportrait-tablet-and-belowlandscape-tablet-and-belowAppsNewslettersAdvertise with UsAdvertising GuidelinesCookiesTerms of UsePrivacyDo Not Sell My Personal InformationAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2020 Reuters. All Rights Reserved.",1,-3.2427347450651554
"May 20, 2019",tsla,"                Tesla stock and bonds tumble as investors fret about costs and safety - ReutersDiscover Thomson ReutersFinancialGovernment SolutionsLegalReuters News AgencyRisk Management SolutionsTax & AccountingBlog: Answers OnInnovation @ Thomson ReutersDirectory of sitesLoginContactSupportBusinessMarketsWorldPoliticsTVMoreUnited States Technology NewsMay 20, 2019 /  5:38 PM / a year agoTesla stock and bonds tumble as investors fret about costs and safetyNoel Randewich4 Min ReadSAN FRANCISCO (Reuters) - Tesla’s stock and bonds tumbled on Monday as investors worried about the automaker’s cash burn and problems with an Autopilot system that CEO Elon Musk has held out as key to the electric car maker’s future. FILE PHOTO: People visit a Tesla booth during the media day for the Shanghai auto show in Shanghai, China April 16, 2019. REUTERS/Aly Song/File PhotoTesla’s stock fell 3.8% to $203.03, bringing its loss to 11% since the National Transportation Safety Board said on Thursday that the Autopilot system was engaged during a fatal collision of a Model 3 on March 1, in at least the third deadly U.S. crash reported involving the driver-assistance system.  Investors were also spooked after Musk told employees on Thursday he would increase cost-cutting and that $2.7 billion in recently raised capital would give Tesla just 10 months to break even at the rate it burned cash in the first quarter. Earlier in the session, Tesla sank below $200 for the first time since December 2016. “We believe that the NTSB report could cast doubt on TSLA’s self-driving capabilities, which have been highly touted by Mr. Musk,” Needham analyst Rajvindra Gill wrote in a client note on Monday. Tesla’s shares have fallen 18% since the company sold a $1.84 billion convertible bond and almost $900 million of stock on May 2 to raise fresh capital as the automaker continues to lose money. The buyers of the stock in that offer, including institutional investors and Musk, are now down over $150 million on their investment. Adding pressure on Tesla’s stock, Wedbush analyst Daniel Ives on Sunday cut his price target to $230 from $275, while maintaining his neutral rating. Ives wrote in a client note that he had “major concerns” about Tesla’s growth prospects and path toward profitability. Tesla’s $1.84 billion convertible bond due in 2024 was priced at 92.8 cents on the dollar, a low since it was issued earlier this month. Its $977.5 million 2022 convertible bond was also at an all-time low, trading at 96.46 cents on the dollar, down from 125.68 cents in January. Its $1.8 billion junk bond was trading at a five-month low of 84.25 cents on the dollar. The NTSB’s preliminary report on the crash in Delray Beach, Florida, has renewed doubts about the safety of Tesla’s driver assistance technology and its ability to make its cars fully autonomous. On April 22, Musk told investors that driverless Tesla “robotaxis” would be available in some U.S. markets next year, a claim met by skepticism by some self-driving experts. Musk is battling to convince investors that demand for the Model 3, the sedan targeted to propel Tesla to sustainable profit, remains high, and that it can be delivered efficiently and swiftly to customers around the world. Tesla lost $702 million in the first quarter and warned that profit would be delayed until the latter half of the year. With Tesla’s stock down 39% year to date, 10 analysts recommend buying the shares, while another nine are neutral and 12 recommend selling, according to Refinitiv. The analysts’ median price target is $250, down from $300 a month ago. After Tesla’s stock market value surged past those of General Motors and Ford Motor in 2017 amid optimism about the Model 3, it fell below GM in January and last week fell below Ford. Tesla’s market capitalization is now about $36 billion. Reporting by Noel Randewich; additional reporting by Kate Duguid in New York and Vibhuti Sharma in Bengalaru; Editing by Dan GreblerOur Standards:The Thomson Reuters Trust Principles.0 : 0narrow-browser-and-phonemedium-browser-and-portrait-tabletlandscape-tabletmedium-wide-browserwide-browser-and-largermedium-browser-and-landscape-tabletmedium-wide-browser-and-largerabove-phoneportrait-tablet-and-aboveabove-portrait-tabletlandscape-tablet-and-abovelandscape-tablet-and-medium-wide-browserportrait-tablet-and-belowlandscape-tablet-and-belowAppsNewslettersAdvertise with UsAdvertising GuidelinesCookiesTerms of UsePrivacyDo Not Sell My Personal InformationAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2020 Reuters. All Rights Reserved.",28,9.578300599183875
"October 29, 2019",tsla,"                Tesla filing shows U.S. third-quarter sales dropped 39% - ReutersDiscover Thomson ReutersFinancialGovernment SolutionsLegalReuters News AgencyRisk Management SolutionsTax & AccountingBlog: Answers OnInnovation @ Thomson ReutersDirectory of sitesLoginContactSupportBusinessMarketsWorldPoliticsTVMoreUnited States Company NewsOctober 29, 2019 /  1:59 PM / 9 months agoTesla filing shows U.S. third-quarter sales dropped 39%1 Min ReadOct 29 (Reuters) - Tesla Inc's third-quarter revenue fell 39% in the United States, a regulatory filing showed www.sec.gov/ix?doc=/Archives/edgar/data/1318605/000156459019038256/tsla-10q_20190930.htm on Tuesday. Sales in the country, the electric car maker’s biggest market, fell to $3.13 billion from $5.13 billion, a year earlier. Earlier this month, Tesla said its revenue fell nearly 8% to $6.30 billion for the quarter ended Sept. 30, missing analysts’ estimate of $6.33 billion, according to IBES data from Refinitiv. (Reporting by Vibhuti Sharma and Indranil Sarkar in Bengaluru; Editing by Shinjini Ganguli)Our Standards:The Thomson Reuters Trust Principles.0 : 0narrow-browser-and-phonemedium-browser-and-portrait-tabletlandscape-tabletmedium-wide-browserwide-browser-and-largermedium-browser-and-landscape-tabletmedium-wide-browser-and-largerabove-phoneportrait-tablet-and-aboveabove-portrait-tabletlandscape-tablet-and-abovelandscape-tablet-and-medium-wide-browserportrait-tablet-and-belowlandscape-tablet-and-belowAppsNewslettersAdvertise with UsAdvertising GuidelinesCookiesTerms of UsePrivacyDo Not Sell My Personal InformationAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2020 Reuters. All Rights Reserved.",21,13.692994632160502
"July 3, 2019",tsla,"                Tesla shares jump as record deliveries ease demand concerns - ReutersDiscover Thomson ReutersFinancialGovernment SolutionsLegalReuters News AgencyRisk Management SolutionsTax & AccountingBlog: Answers OnInnovation @ Thomson ReutersDirectory of sitesLoginContactSupportBusinessMarketsWorldPoliticsTVMoreUnited States Market NewsJuly 3, 2019 /  12:57 PM / a year agoTesla shares jump as record deliveries ease demand concernsVibhuti Sharma3 Min ReadJuly 3 (Reuters) - Shares of Tesla Inc jumped 8% on Wednesday after Chief Executive Officer Elon Musk made good on his promise of delivering record number of electric cars in the second quarter, quelling fears about demand for its sedans and SUVs. Wall Street analysts and investors have raised doubts about demand and the Silicon Valley automaker’s ability to sort out recent delivery issues, particularly after a disastrous first quarter when deliveries slumped 31%. “We are increasingly comfortable that they should reflect an even better in the third quarter, and probably their first hundred thousand in a quarter,” Roth Capital analyst Craig Irwin said. Tesla delivered a record number of 95,200 vehicles in the second quarter, beating analysts’ average estimates, but did not comment on when it would return to a profit. Shares of Tesla were set to open at their highest in two months. Up to Tuesday close, the stock had lost nearly one-third of its value so far this year. Tesla’s first quarter was hurt by logistics issues at its international ports and a drop-off in U.S. orders after a tax credit was halved, which spurred concerns that Tesla may have tapped a limited market for electric cars at premium prices. While Musk has been trying to convince investors that demand remains high for Tesla cars and delivery could be made efficiently, some analysts remained skeptical about Tesla’s ability to deliver on its promise. The CEO has repeatedly said Tesla could deliver a record number of cars in the second quarter, beating the 90,700 it sent to customers in the final quarter of last year. In the quarter, Tesla delivered 77,550 Model 3s - seen as linchpin for its growth into a mass-market company. That compared with analysts’ average estimate of 73,144, according to IBES data from Refinitiv. “These are undeniably strong numbers, but given Tesla’s recent history of significant swings in performance from quarter-to-quarter we remain cautious for now,” Nicholas Hyett, analyst at Hargreaves Lansdown said. Tesla still faces multiple challenges, including starting production in China in the backdrop of U.S.-China trade tensions and overhauling its production process at a time several of its top executives are leaving the company. “We think bears will argue results are a flash in the plan, though we believe deliveries are sustainable and note the release does mention TSLA is well positioned to continue growing total production and deliveries in Q3,” Baird analysts said. (Reporting by Vibhuti Sharma and Tanvi Mehta in Bengaluru Editing by Saumyadeb Chakrabarty)Our Standards:The Thomson Reuters Trust Principles.0 : 0narrow-browser-and-phonemedium-browser-and-portrait-tabletlandscape-tabletmedium-wide-browserwide-browser-and-largermedium-browser-and-landscape-tabletmedium-wide-browser-and-largerabove-phoneportrait-tablet-and-aboveabove-portrait-tabletlandscape-tablet-and-abovelandscape-tablet-and-medium-wide-browserportrait-tablet-and-belowlandscape-tablet-and-belowAppsNewslettersAdvertise with UsAdvertising GuidelinesCookiesTerms of UsePrivacyDo Not Sell My Personal InformationAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2020 Reuters. All Rights Reserved.",21,12.762882828996455
"July 24, 2018",tsla,"                Reuters Leadership - ReutersDiscover Thomson ReutersFinancialGovernment SolutionsLegalReuters News AgencyRisk Management SolutionsTax & AccountingBlog: Answers OnInnovation @ Thomson ReutersDirectory of sitesLoginContactSupportBusinessMarketsWorldPoliticsTVMoreUnited States Big Story 10July 24, 2018 /  8:08 PM / 2 months agoReuters Leadership3 Min ReadMichael FriedenbergPresident Stephen J. AdlerEditor-in-Chief Josh LondonChief Marketing Officer Michael YoungChief Technology Officer Sue BrooksManaging Director, Product Development & Agency Strategy Reg ChuaGlobal Managing Editor, Operations Simon HutsonManaging Director, Consumer Alphonse HardelGlobal Head of Business Development and Strategy Editorial Leadership: Alessandra GalloniGlobal Managing Editor, News Planning and Creation Simon RobinsonGlobal Managing Editor, Newsroom Tiffany WuGlobal Managing Editor, Editing, Curation and Publishing Alix FreedmanGlobal Editor, Ethics and Standards John PullmanGlobal Head of Visuals Michael WilliamsGlobal Enterprise Editor Jane BarrettEditor, Media News Strategy Rob CoxEditor, Breakingviews Jonathan LeffEditor, Financial News Strategy Dan FlynnRegional Editor, Latin America Kevin KrolickiRegional Editor, Asia Samia NakhoulRegional Editor, Middle East Alex ZavisRegional Editor, Sub-Saharan Africa Mark BendeichRegional Editor, Europe Kieran MurrayRegional Editor, US/Canada Our Standards:The Thomson Reuters Trust Principles.0 : 0narrow-browser-and-phonemedium-browser-and-portrait-tabletlandscape-tabletmedium-wide-browserwide-browser-and-largermedium-browser-and-landscape-tabletmedium-wide-browser-and-largerabove-phoneportrait-tablet-and-aboveabove-portrait-tabletlandscape-tablet-and-abovelandscape-tablet-and-medium-wide-browserportrait-tablet-and-belowlandscape-tablet-and-belowAppsNewslettersAdvertise with UsAdvertising GuidelinesCookiesTerms of UsePrivacyDo Not Sell My Personal InformationAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2020 Reuters. All Rights Reserved.",14,27.61658765798231
"July 24, 2018",ayx,"                Reuters Leadership - ReutersDiscover Thomson ReutersFinancialGovernment SolutionsLegalReuters News AgencyRisk Management SolutionsTax & AccountingBlog: Answers OnInnovation @ Thomson ReutersDirectory of sitesLoginContactSupportBusinessMarketsWorldPoliticsTVMoreUnited States Big Story 10July 24, 2018 /  8:08 PM / 2 months agoReuters Leadership3 Min ReadMichael FriedenbergPresident Stephen J. AdlerEditor-in-Chief Josh LondonChief Marketing Officer Michael YoungChief Technology Officer Sue BrooksManaging Director, Product Development & Agency Strategy Reg ChuaGlobal Managing Editor, Operations Simon HutsonManaging Director, Consumer Alphonse HardelGlobal Head of Business Development and Strategy Editorial Leadership: Alessandra GalloniGlobal Managing Editor, News Planning and Creation Simon RobinsonGlobal Managing Editor, Newsroom Tiffany WuGlobal Managing Editor, Editing, Curation and Publishing Alix FreedmanGlobal Editor, Ethics and Standards John PullmanGlobal Head of Visuals Michael WilliamsGlobal Enterprise Editor Jane BarrettEditor, Media News Strategy Rob CoxEditor, Breakingviews Jonathan LeffEditor, Financial News Strategy Dan FlynnRegional Editor, Latin America Kevin KrolickiRegional Editor, Asia Samia NakhoulRegional Editor, Middle East Alex ZavisRegional Editor, Sub-Saharan Africa Mark BendeichRegional Editor, Europe Kieran MurrayRegional Editor, US/Canada Our Standards:The Thomson Reuters Trust Principles.0 : 0narrow-browser-and-phonemedium-browser-and-portrait-tabletlandscape-tabletmedium-wide-browserwide-browser-and-largermedium-browser-and-landscape-tabletmedium-wide-browser-and-largerabove-phoneportrait-tablet-and-aboveabove-portrait-tabletlandscape-tablet-and-abovelandscape-tablet-and-medium-wide-browserportrait-tablet-and-belowlandscape-tablet-and-belowAppsNewslettersAdvertise with UsAdvertising GuidelinesCookiesTerms of UsePrivacyDo Not Sell My Personal InformationAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2020 Reuters. All Rights Reserved.",16,30.12700196467673
"April 14, 2020",etsy,"                BRIEF-Interdigital Says Civil Complaint Was Filed By Plaintiffs Lenovo (U.S.) & Motorola Mobility Against Co - ReutersDiscover Thomson ReutersFinancialGovernment SolutionsLegalReuters News AgencyRisk Management SolutionsTax & AccountingBlog: Answers OnInnovation @ Thomson ReutersDirectory of sitesLoginContactSupportBusinessMarketsWorldPoliticsTVMoreUnited States HealthcareApril 14, 2020 /  11:02 AM / 3 months agoBRIEF-Interdigital Says Civil Complaint Was Filed By Plaintiffs Lenovo (U.S.) & Motorola Mobility Against Co1 Min ReadApril 14 (Reuters) - InterDigital Wireless Inc: * INTERDIGITAL - ON APRIL 9, CIVIL COMPLAINT WAS FILED BY PLAINTIFFS LENOVO (UNITED STATES) INC. & MOTOROLA MOBILITY AGAINST CO * INTERDIGITAL - COMPLAINT ALLEGES VIOLATIONS OF SECTIONS 1 AND 2 OF SHERMAN ACT IN CONNECTION WITH LICENSING OF 3G AND 4G STANDARDS PATENTS * INTERDIGITAL - COMPLAINT ALLEGES VIOLATIONS OF COMMITMENT TO ETSI WITH RESPECT TO LICENSING OF 3G AND 4G SEPS Source text: bit.ly/3ekxqVC Further company coverage:Our Standards:The Thomson Reuters Trust Principles.0 : 0narrow-browser-and-phonemedium-browser-and-portrait-tabletlandscape-tabletmedium-wide-browserwide-browser-and-largermedium-browser-and-landscape-tabletmedium-wide-browser-and-largerabove-phoneportrait-tablet-and-aboveabove-portrait-tabletlandscape-tablet-and-abovelandscape-tablet-and-medium-wide-browserportrait-tablet-and-belowlandscape-tablet-and-belowAppsNewslettersAdvertise with UsAdvertising GuidelinesCookiesTerms of UsePrivacyDo Not Sell My Personal InformationAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2020 Reuters. All Rights Reserved.",29,41.432541220199
"June 17, 2020",etsy,"                Breakingviews - E-commerce boost is about more than Amazon - ReutersDiscover Thomson ReutersFinancialGovernment SolutionsLegalReuters News AgencyRisk Management SolutionsTax & AccountingBlog: Answers OnInnovation @ Thomson ReutersDirectory of sitesLoginContactSupportBusinessMarketsWorldPoliticsTVMoreUnited States BreakingviewsJune 17, 2020 /  10:00 PM / a month agoBreakingviews - E-commerce boost is about more than AmazonJennifer Saba3 Min ReadTwo freshly delivered Amazon boxes are seen on a counter in Golden, Colorado August 27, 2014. REUTERS/Rick WilkingNEW YORK (Reuters Breakingviews) - Amazon.com still dominates the fast-growing e-commerce pie, but it’s getting some company. Lockdowns have trained people to shop online including in formerly laggard categories like groceries. That has helped Jeff Bezos but even more so digital sales at Walmart and other retailers. The future may be a lot to do with balancing clicks and bricks. Overall retail sales have suffered mightily as shops shuttered their doors to keep coronavirus at bay. Evercore ISI estimates sector sales, excluding e-commerce, autos and gas, will shrink 6% this year after expanding nearly 2% in 2019. A recession, which the United States officially entered in February, is an additional headwind for consumer spending. But the pandemic has acted as an accelerant for e-commerce. Shoppers had little choice but to order online to get milk, eggs and the like delivered to their doorsteps. In April alone internet sales doubled or more year-over-year at Walmart, Target, Home Depot and Etsy, reckons Morgan Stanley, as consumers stocked up on food, cleaning products and stuff for home improvement. The convenience has staying power even as people emerge from sheltering in place. Morgan Stanley revised its forecast for online sales growth this year to 25%, nearly doubling its previous estimate. That’s an additional $71 billion directed at electronic purchases. And there’s plenty of headroom. E-commerce is expected to account for about a quarter of the estimated $3 trillion in total retail sales this year excluding food services, among other categories. Amazon is forecast to grab 38% of e-commerce sales this year according to eMarketer. But a rising tide will lift other boats as well. The research outfit expects Walmart to beat internet-only marketplace eBay to the No. 2 spot this year. Beleaguered traditional retailers have a potential advantage on the e-commerce front, too. Even before the pandemic, more consumers said they wanted both online and in-person options, while fewer wanted to be limited to either walk-in stores or online-only shopping, according to an Evercore ISI survey. Curbside pickup, a staple of post-lockdown reopening, could be here to stay. That’s a piece of the logistics puzzle Amazon mostly still lacks.BreakingviewsReuters Breakingviews is the world's leading source of agenda-setting financial insight. As the Reuters brand for financial commentary, we dissect the big business and economic stories as they break around the world every day. A global team of about 30 correspondents in New York, London, Hong Kong and other major cities provides expert analysis in real time.Sign up for a free trial of our full service at https://www.breakingviews.com/trial and follow us on Twitter @Breakingviews and at www.breakingviews.com. All opinions expressed are those of the authors.0 : 0narrow-browser-and-phonemedium-browser-and-portrait-tabletlandscape-tabletmedium-wide-browserwide-browser-and-largermedium-browser-and-landscape-tabletmedium-wide-browser-and-largerabove-phoneportrait-tablet-and-aboveabove-portrait-tabletlandscape-tablet-and-abovelandscape-tablet-and-medium-wide-browserportrait-tablet-and-belowlandscape-tablet-and-belowAppsNewslettersAdvertise with UsAdvertising GuidelinesCookiesTerms of UsePrivacyDo Not Sell My Personal InformationAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2020 Reuters. All Rights Reserved.",22,32.65755623386145
"April 2, 2019",etsy,"                Blue Apron CEO Brad Dickerson to step down - ReutersDiscover Thomson ReutersFinancialGovernment SolutionsLegalReuters News AgencyRisk Management SolutionsTax & AccountingBlog: Answers OnInnovation @ Thomson ReutersDirectory of sitesLoginContactSupportBusinessMarketsWorldPoliticsTVMoreUnited States Business NewsApril 2, 2019 /  9:47 PM / a year agoBlue Apron CEO Brad Dickerson to step down1 Min Read(Reuters) - Blue Apron Holdings Inc said on Tuesday Chief Executive Officer Brad Dickerson would resign and that Linda Findley Kozlowski, a former Etsy Inc executive, would take over the top job, sending its shares up 16 percent after the bell. Dickerson was named CEO of Blue Apron just months after it went public in June 2017.  However, the company’s shares are down nearly 90 percent since its IPO as the meal-kit service provider has struggled to boost sagging sales and turn a profit.  Kozlowski, who was previously chief operating officer of Etsy, takes over the helm at a time when the company is battling intense competition from rivals, including HelloFresh SE, as well as grocers selling ready-to-eat meals.  Blue Apron also said co-founder and Chief Technology Officer Ilia Papas would be leaving the company to pursue other opportunity. Reporting by Soundarya J in Bengaluru; Editing by James EmmanuelOur Standards:The Thomson Reuters Trust Principles.0 : 0narrow-browser-and-phonemedium-browser-and-portrait-tabletlandscape-tabletmedium-wide-browserwide-browser-and-largermedium-browser-and-landscape-tabletmedium-wide-browser-and-largerabove-phoneportrait-tablet-and-aboveabove-portrait-tabletlandscape-tablet-and-abovelandscape-tablet-and-medium-wide-browserportrait-tablet-and-belowlandscape-tablet-and-belowAppsNewslettersAdvertise with UsAdvertising GuidelinesCookiesTerms of UsePrivacyDo Not Sell My Personal InformationAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2020 Reuters. All Rights Reserved.",1,-0.38721391002785555
